,artist,rank,title,week
9361,The Roots,12,What They Do,8--
9362,Lost Boyz,13,Get Up,8--
9363,Tru Featuring Ice Cream Man (Master P),14,I Always Feel Like (Somebody's Watching Me),8--
9364,Mack 10 & Tha Dogg Pound,15,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",8--
9365,Bounty Killa featuring the Fugees,16,Hip-Hopera,8--
9366,Capone -N- Noreaga,17,T.O.N.Y. (Top Of New York),8--
9367,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",18,Runnin',8--
9368,Westside Connection,19,Gangstas Make The World Go Round,8--
9369,DJ Taz Featuring Raheem The Dream,20,That's Right,8--
9370,Westside Connection,21,Bow Down,8--
9371,2Pac Featuring K-Ci And JoJo,22,How Do U Want It/California Love,8--
9372,Nas,23,Street Dreams,8--
9373,LL Cool J,24,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",8--
9374,OutKast,25,ATLiens/Wheelz Of Steel,8--
9375,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down,5--
9376,Hev-D,2,Big Daddy,5--
9377,MC Lyte,3,Cold Rock A Party,5--
9378,DJ Kool,4,Let Me Clear My Throat,5--
9379,Freak Nasty,5,Da' Dip,5--
9380,Tracey Lee,6,The Theme (It's Party Time),5--
9381,Redman,7,Whateva Man,5--
9382,Camp Lo,8,Luchini aka (This Is It),5--
9383,E-40 Featuring Bo-Rock,9,Things'll Never Change/Rapper's Ball,5--
9384,Richie Rich,10,Do G's Get To Go To Heaven?,5--
9385,Lil' Kim Featuring Puff Daddy,11,No Time,5--
9386,Tru Featuring Ice Cream Man (Master P),12,I Always Feel Like (Somebody's Watching Me),5--
9387,The Roots,13,What They Do,5--
9388,Bounty Killa featuring the Fugees,14,Hip-Hopera,5--
9389,Lost Boyz,15,Get Up,5--
9390,Foxy Brown Featuring Jay-Z,16,I'll Be,5--
9391,Mack 10 & Tha Dogg Pound,17,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",5--
9392,Capone -N- Noreaga,18,T.O.N.Y. (Top Of New York),5--
9393,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",19,Runnin',5--
9394,Westside Connection,20,Gangstas Make The World Go Round,5--
9395,Da Brat Featuring T-Boz,21,Ghetto Love,5--
9396,Westside Connection,22,Bow Down,5--
9397,Warren G,23,I Shot The Sheriff,5--
9398,Nas,24,Street Dreams,5--
9399,The 2 Live Crew,25,Do The Damn Thing,5--
9400,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down,2--
9401,Foxy Brown Featuring Jay-Z,2,I'll Be,2--
9402,Hev-D,3,Big Daddy,2--
9403,Da Brat Featuring T-Boz,4,Ghetto Love,2--
9404,Warren G,5,I Shot The Sheriff,2--
9405,Tracey Lee,6,The Theme (It's Party Time),2--
9406,Freak Nasty,7,Da' Dip,2--
9407,DJ Kool,8,Let Me Clear My Throat,2--
9408,MC Lyte,9,Cold Rock A Party,2--
9409,Camp Lo,10,Luchini aka (This Is It),2--
9410,Redman,11,Whateva Man,2--
9411,Richie Rich,12,Do G's Get To Go To Heaven?,2--
9412,E-40 Featuring Bo-Rock,13,Things'll Never Change/Rapper's Ball,2--
9413,Lil' Kim Featuring Puff Daddy,14,No Time,2--
9414,Tru Featuring Ice Cream Man (Master P),15,I Always Feel Like (Somebody's Watching Me),2--
9415,The Roots,16,What They Do,2--
9416,Capone -N- Noreaga,17,T.O.N.Y. (Top Of New York),2--
9417,Bounty Killa featuring the Fugees,18,Hip-Hopera,2--
9418,Lost Boyz,19,Get Up,2--
9419,Mack 10 & Tha Dogg Pound,20,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",2--
9420,KRS-One,21,Step Into A World (Rapture's Delight),2--
9421,Westside Connection,22,Gangstas Make The World Go Round,2--
9422,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",23,Runnin',2--
9423,"Frankie Cutlass Feat. Craig G., Roxanne Shante, Biz Markie & Big Daddy Kane",24,The Cypher: Part 3,2--
9424,Artifacts,25,The Ultimate,2--
9425,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down,9--
9426,Foxy Brown Featuring Jay-Z,2,I'll Be,9--
9427,Hev-D,3,Big Daddy,9--
9428,Da Brat Featuring T-Boz,4,Ghetto Love,9--
9429,Warren G,5,I Shot The Sheriff,9--
9430,DJ Kool,6,Let Me Clear My Throat,9--
9431,Tracey Lee,7,The Theme (It's Party Time),9--
9432,Freak Nasty,8,Da' Dip,9--
9433,MC Lyte,9,Cold Rock A Party,9--
9434,Tela Featuring Eightball & MJG,10,Sho Nuff,9--
9435,Camp Lo,11,Luchini aka (This Is It),9--
9436,Redman,12,Whateva Man,9--
9437,Richie Rich,13,Do G's Get To Go To Heaven?,9--
9438,Tru Featuring Ice Cream Man (Master P),14,I Always Feel Like (Somebody's Watching Me),9--
9439,E-40 Featuring Bo-Rock,15,Things'll Never Change/Rapper's Ball,9--
9440,Lil' Kim Featuring Puff Daddy,16,No Time,9--
9441,KRS-One,17,Step Into A World (Rapture's Delight),9--
9442,Lost Boyz,18,Get Up,9--
9443,Bounty Killa featuring the Fugees,19,Hip-Hopera,9--
9444,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",20,Runnin',9--
9445,Capone -N- Noreaga,21,T.O.N.Y. (Top Of New York),9--
9446,The Roots,22,What They Do,9--
9447,Mack 10 & Tha Dogg Pound,23,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",9--
9448,Westside Connection,24,Gangstas Make The World Go Round,9--
9449,DJ Taz Featuring Raheem The Dream,25,That's Right,9--
9450,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down,5--
9451,Foxy Brown Featuring Jay-Z,2,I'll Be,5--
9452,Hev-D,3,Big Daddy,5--
9453,Da Brat Featuring T-Boz,4,Ghetto Love,5--
9454,Warren G,5,I Shot The Sheriff,5--
9455,DJ Kool,6,Let Me Clear My Throat,5--
9456,Tracey Lee,7,The Theme (It's Party Time),5--
9457,Freak Nasty,8,Da' Dip,5--
9458,MC Lyte,9,Cold Rock A Party,5--
9459,Tela Featuring Eightball & MJG,10,Sho Nuff,5--
9460,Westside Connection,11,Gangstas Make The World Go Round,5--
9461,Camp Lo,12,Luchini aka (This Is It),5--
9462,Redman,13,Whateva Man,5--
9463,Tru Featuring Ice Cream Man (Master P),14,I Always Feel Like (Somebody's Watching Me),5--
9464,Richie Rich,15,Do G's Get To Go To Heaven?,5--
9465,Lil' Kim Featuring Puff Daddy,16,No Time,5--
9466,Capone -N- Noreaga,17,T.O.N.Y. (Top Of New York),5--
9467,E-40 Featuring Bo-Rock,18,Things'll Never Change/Rapper's Ball,5--
9468,Bounty Killa featuring the Fugees,19,Hip-Hopera,5--
9469,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",20,Runnin',5--
9470,Lost Boyz,21,Get Up,5--
9471,KRS-One,22,Step Into A World (Rapture's Delight),5--
9472,Killarmy,23,Wu-Renegades,5--
9473,The Roots,24,What They Do,5--
9474,DJ Taz Featuring Raheem The Dream,25,That's Right,5--
9475,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down,2--
9476,Foxy Brown Featuring Jay-Z,2,I'll Be,2--
9477,Hev-D,3,Big Daddy,2--
9478,Da Brat Featuring T-Boz,4,Ghetto Love,2--
9479,Warren G,5,I Shot The Sheriff,2--
9480,DJ Kool,6,Let Me Clear My Throat,2--
9481,OutKast,7,Jazzy Belle,2--
9482,Tracey Lee,8,The Theme (It's Party Time),2--
9483,Freak Nasty,9,Da' Dip,2--
9484,Tela Featuring Eightball & MJG,10,Sho Nuff,2--
9485,Westside Connection,11,Gangstas Make The World Go Round,2--
9486,MC Lyte,12,Cold Rock A Party,2--
9487,Lil' Kim Featuring Puff Daddy,13,No Time,2--
9488,Richie Rich,14,Do G's Get To Go To Heaven?,2--
9489,Tru Featuring Ice Cream Man (Master P),15,I Always Feel Like (Somebody's Watching Me),2--
9490,Camp Lo,16,Luchini aka (This Is It),2--
9491,Redman,17,Whateva Man,2--
9492,Bounty Killa featuring the Fugees,18,Hip-Hopera,2--
9493,KRS-One,19,Step Into A World (Rapture's Delight),2--
9494,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",20,Runnin',2--
9495,E-40 Featuring Bo-Rock,21,Things'll Never Change/Rapper's Ball,2--
9496,Lost Boyz,22,Get Up,2--
9497,Capone -N- Noreaga,23,T.O.N.Y. (Top Of New York),2--
9498,The Roots,24,What They Do,2--
9499,Killarmy,25,Wu-Renegades,2--
9500,Puff Daddy (Featuring Mase),1,Can't Nobody Hold Me Down,9--
9501,Foxy Brown Featuring Jay-Z,2,I'll Be,9--
9502,Hev-D,3,Big Daddy,9--
9503,B-Rock & The Bizz,4,My Baby Daddy,9--
9504,Warren G,5,I Shot The Sheriff,9--
9505,Da Brat Featuring T-Boz,6,Ghetto Love,9--
9506,DJ Kool,7,Let Me Clear My Throat,9--
9507,OutKast,8,Jazzy Belle,9--
9508,Tracey Lee,9,The Theme (It's Party Time),9--
9509,Westside Connection,10,Gangstas Make The World Go Round,9--
9510,Tela Featuring Eightball & MJG,11,Sho Nuff,9--
9511,Freak Nasty,12,Da' Dip,9--
9512,MC Lyte,13,Cold Rock A Party,9--
9513,Lil' Kim Featuring Puff Daddy,14,No Time,9--
9514,Richie Rich,15,Do G's Get To Go To Heaven?,9--
9515,Tru Featuring Ice Cream Man (Master P),16,I Always Feel Like (Somebody's Watching Me),9--
9516,Redman,17,Whateva Man,9--
9517,Capone -N- Noreaga,18,T.O.N.Y. (Top Of New York),9--
9518,Lil Bud & Tizone Featuring Keith Sweat,19,Gonna Let U Know,9--
9519,KRS-One,20,Step Into A World (Rapture's Delight),9--
9520,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",21,Runnin',9--
9521,Bounty Killa featuring the Fugees,22,Hip-Hopera,9--
9522,Camp Lo,23,Luchini aka (This Is It),9--
9523,E-40 Featuring Bo-Rock,24,Things'll Never Change/Rapper's Ball,9--
9524,Killarmy,25,Wu-Renegades,9--
9525,The Notorious B.I.G.,1,Hypnotize,6--
9526,B-Rock & The Bizz,2,My Baby Daddy,6--
9527,Puff Daddy (Featuring Mase),3,Can't Nobody Hold Me Down,6--
9528,Foxy Brown Featuring Jay-Z,4,I'll Be,6--
9529,Hev-D,5,Big Daddy,6--
9530,Warren G,6,I Shot The Sheriff,6--
9531,OutKast,7,Jazzy Belle,6--
9532,DJ Kool,8,Let Me Clear My Throat,6--
9533,Da Brat Featuring T-Boz,9,Ghetto Love,6--
9534,Tracey Lee,10,The Theme (It's Party Time),6--
9535,Westside Connection,11,Gangstas Make The World Go Round,6--
9536,Tela Featuring Eightball & MJG,12,Sho Nuff,6--
9537,Freak Nasty,13,Da' Dip,6--
9538,"Trapp Featuring 2pac, Notorious B.I.G.",14,Stop The Gunfight,6--
9539,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",15,Runnin',6--
9540,MC Lyte,16,Cold Rock A Party,6--
9541,Lil' Kim Featuring Puff Daddy,17,No Time,6--
9542,Capone -N- Noreaga,18,T.O.N.Y. (Top Of New York),6--
9543,Tru Featuring Ice Cream Man (Master P),19,I Always Feel Like (Somebody's Watching Me),6--
9544,KRS-One,20,Step Into A World (Rapture's Delight),6--
9545,Richie Rich,21,Do G's Get To Go To Heaven?,6--
9546,Lil Bud & Tizone Featuring Keith Sweat,22,Gonna Let U Know,6--
9547,Killarmy,23,Wu-Renegades,6--
9548,Redman,24,Whateva Man,6--
9549,Camp Lo,25,Luchini aka (This Is It),6--
9550,The Notorious B.I.G.,1,Hypnotize,3--
9551,B-Rock & The Bizz,2,My Baby Daddy,3--
9552,Puff Daddy (Featuring Mase),3,Can't Nobody Hold Me Down,3--
9553,Foxy Brown Featuring Jay-Z,4,I'll Be,3--
9554,Hev-D,5,Big Daddy,3--
9555,Warren G,6,I Shot The Sheriff,3--
9556,DJ Kool,7,Let Me Clear My Throat,3--
9557,OutKast,8,Jazzy Belle,3--
9558,"Trapp Featuring 2pac, Notorious B.I.G.",9,Stop The Gunfight,3--
9559,Freak Nasty,10,Da' Dip,3--
9560,Tracey Lee,11,The Theme (It's Party Time),3--
9561,Da Brat Featuring T-Boz,12,Ghetto Love,3--
9562,Westside Connection,13,Gangstas Make The World Go Round,3--
9563,Tela Featuring Eightball & MJG,14,Sho Nuff,3--
9564,JAY-Z,15,Feelin' It,3--
9565,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",16,Runnin',3--
9566,Capone -N- Noreaga,17,T.O.N.Y. (Top Of New York),3--
9567,Mobb Deep,18,G.O.D. Pt. III,3--
9568,Killarmy,19,Wu-Renegades,3--
9569,MC Lyte,20,Cold Rock A Party,3--
9570,Lil' Kim Featuring Puff Daddy,21,No Time,3--
9571,Tru Featuring Ice Cream Man (Master P),22,I Always Feel Like (Somebody's Watching Me),3--
9572,Richie Rich,23,Do G's Get To Go To Heaven?,3--
9573,Lil Bud & Tizone Featuring Keith Sweat,24,Gonna Let U Know,3--
9574,KRS-One,25,Step Into A World (Rapture's Delight),3--
9575,The Notorious B.I.G.,1,Hypnotize,0--
9576,B-Rock & The Bizz,2,My Baby Daddy,0--
9577,Puff Daddy (Featuring Mase),3,Can't Nobody Hold Me Down,0--
9578,Foxy Brown Featuring Jay-Z,4,I'll Be,0--
9579,Hev-D,5,Big Daddy,0--
9580,Warren G,6,I Shot The Sheriff,0--
9581,DJ Kool,7,Let Me Clear My Throat,0--
9582,Freak Nasty,8,Da' Dip,0--
9583,OutKast,9,Jazzy Belle,0--
9584,"Trapp Featuring 2pac, Notorious B.I.G.",10,Stop The Gunfight,0--
9585,Tracey Lee,11,The Theme (It's Party Time),0--
9586,Westside Connection,12,Gangstas Make The World Go Round,0--
9587,Da Brat Featuring T-Boz,13,Ghetto Love,0--
9588,Suga Free,14,If U Stay Ready,0--
9589,JAY-Z,15,Feelin' It,0--
9590,Lil Bud & Tizone Featuring Keith Sweat,16,Gonna Let U Know,0--
9591,Tela Featuring Eightball & MJG,17,Sho Nuff,0--
9592,Mobb Deep,18,G.O.D. Pt. III,0--
9593,Killarmy,19,Wu-Renegades,0--
9594,Capone -N- Noreaga,20,T.O.N.Y. (Top Of New York),0--
9595,Lil' Kim Featuring Puff Daddy,21,No Time,0--
9596,Tru Featuring Ice Cream Man (Master P),22,I Always Feel Like (Somebody's Watching Me),0--
9597,DJ Taz Featuring Raheem The Dream,23,That's Right,0--
9598,"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch",24,Runnin',0--
9599,MC Lyte,25,Cold Rock A Party,0--
9600,The Notorious B.I.G.,1,Hypnotize,7--
9601,B-Rock & The Bizz,2,My Baby Daddy,7--
9602,Puff Daddy (Featuring Mase),3,Can't Nobody Hold Me Down,7--
9603,Foxy Brown Featuring Jay-Z,4,I'll Be,7--
9604,Hev-D,5,Big Daddy,7--
9605,Freak Nasty,6,Da' Dip,7--
9606,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",7,"If I Could Change (From ""I'm Bout It"")",7--
9607,Warren G,8,I Shot The Sheriff,7--
9608,DJ Kool,9,Let Me Clear My Throat,7--
9609,"Trapp Featuring 2pac, Notorious B.I.G.",10,Stop The Gunfight,7--
9610,Tracey Lee,11,The Theme (It's Party Time),7--
9611,OutKast,12,Jazzy Belle,7--
9612,JAY-Z,13,Feelin' It,7--
9613,Westside Connection,14,Gangstas Make The World Go Round,7--
9614,Da Brat Featuring T-Boz,15,Ghetto Love,7--
9615,Suga Free,16,If U Stay Ready,7--
9616,Lil Bud & Tizone Featuring Keith Sweat,17,Gonna Let U Know,7--
9617,Mobb Deep,18,G.O.D. Pt. III,7--
9618,Killarmy,19,Wu-Renegades,7--
9619,Tela Featuring Eightball & MJG,20,Sho Nuff,7--
9620,Twista,21,Emotions,7--
9621,Capone -N- Noreaga,22,T.O.N.Y. (Top Of New York),7--
9622,Lil' Kim Featuring Puff Daddy,23,No Time,7--
9623,Tru Featuring Ice Cream Man (Master P),24,I Always Feel Like (Somebody's Watching Me),7--
9624,DJ Taz Featuring Raheem The Dream,25,That's Right,7--
9625,The Notorious B.I.G.,1,Hypnotize,4--
9626,B-Rock & The Bizz,2,My Baby Daddy,4--
9627,Puff Daddy (Featuring Mase),3,Can't Nobody Hold Me Down,4--
9628,Foxy Brown Featuring Jay-Z,4,I'll Be,4--
9629,Freak Nasty,5,Da' Dip,4--
9630,Hev-D,6,Big Daddy,4--
9631,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",7,"If I Could Change (From ""I'm Bout It"")",4--
9632,DJ Kool,8,Let Me Clear My Throat,4--
9633,Warren G,9,I Shot The Sheriff,4--
9634,"Trapp Featuring 2pac, Notorious B.I.G.",10,Stop The Gunfight,4--
9635,Tracey Lee,11,The Theme (It's Party Time),4--
9636,Suga Free,12,If U Stay Ready,4--
9637,OutKast,13,Jazzy Belle,4--
9638,Lil Bud & Tizone Featuring Keith Sweat,14,Gonna Let U Know,4--
9639,JAY-Z,15,Feelin' It,4--
9640,Da Brat Featuring T-Boz,16,Ghetto Love,4--
9641,Westside Connection,17,Gangstas Make The World Go Round,4--
9642,Twista,18,Emotions,4--
9643,DJ Taz Featuring Raheem The Dream,19,That's Right,4--
9644,Killarmy,20,Wu-Renegades,4--
9645,3X Krazy,21,Keep It On The Real,4--
9646,Capone -N- Noreaga,22,T.O.N.Y. (Top Of New York),4--
9647,Mobb Deep,23,G.O.D. Pt. III,4--
9648,Tela Featuring Eightball & MJG,24,Sho Nuff,4--
9649,Lil' Kim Featuring Puff Daddy,25,No Time,4--
9650,The Notorious B.I.G.,1,Hypnotize,1--
9651,B-Rock & The Bizz,2,My Baby Daddy,1--
9652,Puff Daddy (Featuring Mase),3,Can't Nobody Hold Me Down,1--
9653,Freak Nasty,4,Da' Dip,1--
9654,Foxy Brown Featuring Jay-Z,5,I'll Be,1--
9655,DJ Kool,6,Let Me Clear My Throat,1--
9656,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",7,"If I Could Change (From ""I'm Bout It"")",1--
9657,KRS-One,8,Step Into A World (Rapture's Delight),1--
9658,Tracey Lee,9,The Theme (It's Party Time),1--
9659,Warren G,10,I Shot The Sheriff,1--
9660,"Trapp Featuring 2pac, Notorious B.I.G.",11,Stop The Gunfight,1--
9661,Hev-D,12,Big Daddy,1--
9662,Suga Free,13,If U Stay Ready,1--
9663,OutKast,14,Jazzy Belle,1--
9664,DJ Taz Featuring Raheem The Dream,15,That's Right,1--
9665,Killarmy,16,Wu-Renegades,1--
9666,JAY-Z,17,Feelin' It,1--
9667,Lil Bud & Tizone Featuring Keith Sweat,18,Gonna Let U Know,1--
9668,CRU Featuring Slick Rick,19,Just Another Case,1--
9669,Born Jamericans,20,Yardcore,1--
9670,Twista,21,Emotions,1--
9671,Da Brat Featuring T-Boz,22,Ghetto Love,1--
9672,Capone -N- Noreaga,23,T.O.N.Y. (Top Of New York),1--
9673,Westside Connection,24,Gangstas Make The World Go Round,1--
9674,Mobb Deep,25,G.O.D. Pt. III,1--
9675,The Notorious B.I.G.,1,Hypnotize,7--
9676,B-Rock & The Bizz,2,My Baby Daddy,7--
9677,Puff Daddy (Featuring Mase),3,Can't Nobody Hold Me Down,7--
9678,Freak Nasty,4,Da' Dip,7--
9679,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",5,"If I Could Change (From ""I'm Bout It"")",7--
9680,DJ Kool,6,Let Me Clear My Throat,7--
9681,Foxy Brown Featuring Jay-Z,7,I'll Be,7--
9682,Born Jamericans,8,Yardcore,7--
9683,Suga Free,9,If U Stay Ready,7--
9684,DJ Taz Featuring Raheem The Dream,10,That's Right,7--
9685,"Trapp Featuring 2pac, Notorious B.I.G.",11,Stop The Gunfight,7--
9686,KRS-One,12,Step Into A World (Rapture's Delight),7--
9687,Tracey Lee,13,The Theme (It's Party Time),7--
9688,Warren G,14,I Shot The Sheriff,7--
9689,Lil Bud & Tizone Featuring Keith Sweat,15,Gonna Let U Know,7--
9690,OutKast,16,Jazzy Belle,7--
9691,Killarmy,17,Wu-Renegades,7--
9692,JAY-Z,18,"Who You Wit (From ""Sprung"")",7--
9693,Hev-D,19,Big Daddy,7--
9694,JAY-Z,20,Feelin' It,7--
9695,Twista,21,Emotions,7--
9696,3X Krazy,22,Keep It On The Real,7--
9697,Da Brat Featuring T-Boz,23,Ghetto Love,7--
9698,Westside Connection,24,Gangstas Make The World Go Round,7--
9699,Mobb Deep,25,G.O.D. Pt. III,7--
9700,Puff Daddy & Faith Evans Featuring 112,1,I'll Be Missing You,4--
9701,The Notorious B.I.G.,2,Hypnotize,4--
9702,Wyclef Jean Featuring Refugee Allstars,3,We Trying To Stay Alive,4--
9703,B-Rock & The Bizz,4,My Baby Daddy,4--
9704,Puff Daddy (Featuring Mase),5,Can't Nobody Hold Me Down,4--
9705,Freak Nasty,6,Da' Dip,4--
9706,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",7,"If I Could Change (From ""I'm Bout It"")",4--
9707,DJ Taz Featuring Raheem The Dream,8,That's Right,4--
9708,DJ Kool,9,Let Me Clear My Throat,4--
9709,Foxy Brown Featuring Jay-Z,10,I'll Be,4--
9710,Suga Free,11,If U Stay Ready,4--
9711,Twista,12,Emotions,4--
9712,Born Jamericans,13,Yardcore,4--
9713,"Trapp Featuring 2pac, Notorious B.I.G.",14,Stop The Gunfight,4--
9714,MC Luscious Featuring Kinsui,15,Da' Dip,4--
9715,KRS-One,16,Step Into A World (Rapture's Delight),4--
9716,Warren G,17,I Shot The Sheriff,4--
9717,Tracey Lee,18,The Theme (It's Party Time),4--
9718,OutKast,19,Jazzy Belle,4--
9719,JAY-Z,20,Feelin' It,4--
9720,3X Krazy,21,Keep It On The Real,4--
9721,JAY-Z,22,"Who You Wit (From ""Sprung"")",4--
9722,Lil Bud & Tizone Featuring Keith Sweat,23,Gonna Let U Know,4--
9723,Killarmy,24,Wu-Renegades,4--
9724,Capone -N- Noreaga,25,T.O.N.Y. (Top Of New York),4--
9725,Puff Daddy & Faith Evans Featuring 112,1,I'll Be Missing You,1--
9726,Bone Thugs-N-Harmony,2,Look Into My Eyes,1--
9727,Scarface Featuring 2Pac & Johnny P,3,Smile,1--
9728,The Notorious B.I.G.,4,Hypnotize,1--
9729,Warren G Featuring Ronald Isley,5,Smokin' Me Out,1--
9730,Wyclef Jean Featuring Refugee Allstars,6,We Trying To Stay Alive,1--
9731,Freak Nasty,7,Da' Dip,1--
9732,B-Rock & The Bizz,8,My Baby Daddy,1--
9733,Puff Daddy (Featuring Mase),9,Can't Nobody Hold Me Down,1--
9734,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",10,"If I Could Change (From ""I'm Bout It"")",1--
9735,Twista,11,Emotions,1--
9736,DJ Taz Featuring Raheem The Dream,12,That's Right,1--
9737,Suga Free,13,If U Stay Ready,1--
9738,DJ Kool,14,Let Me Clear My Throat,1--
9739,Born Jamericans,15,Yardcore,1--
9740,"Trapp Featuring 2pac, Notorious B.I.G.",16,Stop The Gunfight,1--
9741,Foxy Brown Featuring Jay-Z,17,I'll Be,1--
9742,Tha Alkaholiks Featuring Ol' Dirty Bastard,18,Hip Hop Drunkies,1--
9743,MC Luscious Featuring Kinsui,19,Da' Dip,1--
9744,OutKast,20,Jazzy Belle,1--
9745,JAY-Z,21,Feelin' It,1--
9746,3X Krazy,22,Keep It On The Real,1--
9747,Tracey Lee,23,The Theme (It's Party Time),1--
9748,KRS-One,24,Step Into A World (Rapture's Delight),1--
9749,Warren G,25,I Shot The Sheriff,1--
9750,Puff Daddy & Faith Evans Featuring 112,1,I'll Be Missing You,8--
9751,Bone Thugs-N-Harmony,2,Look Into My Eyes,8--
9752,Scarface Featuring 2Pac & Johnny P,3,Smile,8--
9753,Warren G Featuring Ronald Isley,4,Smokin' Me Out,8--
9754,The Notorious B.I.G.,5,Hypnotize,8--
9755,Wyclef Jean Featuring Refugee Allstars,6,We Trying To Stay Alive,8--
9756,Tha Alkaholiks Featuring Ol' Dirty Bastard,7,Hip Hop Drunkies,8--
9757,Freak Nasty,8,Da' Dip,8--
9758,Puff Daddy (Featuring Mase),9,Can't Nobody Hold Me Down,8--
9759,DJ Taz Featuring Raheem The Dream,10,That's Right,8--
9760,B-Rock & The Bizz,11,My Baby Daddy,8--
9761,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",12,"If I Could Change (From ""I'm Bout It"")",8--
9762,Twista,13,Emotions,8--
9763,Suga Free,14,If U Stay Ready,8--
9764,Born Jamericans,15,Yardcore,8--
9765,MC Luscious Featuring Kinsui,16,Da' Dip,8--
9766,DJ Kool,17,Let Me Clear My Throat,8--
9767,OutKast,18,Jazzy Belle,8--
9768,3X Krazy,19,Keep It On The Real,8--
9769,"Trapp Featuring 2pac, Notorious B.I.G.",20,Stop The Gunfight,8--
9770,JAY-Z,21,Feelin' It,8--
9771,Foxy Brown Featuring Jay-Z,22,I'll Be,8--
9772,Jungle Brothers,23,Brain,8--
9773,CRU Featuring Slick Rick,24,Just Another Case,8--
9774,Warren G,25,I Shot The Sheriff,8--
9775,Puff Daddy & Faith Evans Featuring 112,1,I'll Be Missing You,5--
9776,Bone Thugs-N-Harmony,2,Look Into My Eyes,5--
9777,Scarface Featuring 2Pac & Johnny P,3,Smile,5--
9778,Warren G Featuring Ronald Isley,4,Smokin' Me Out,5--
9779,Wyclef Jean Featuring Refugee Allstars,5,We Trying To Stay Alive,5--
9780,Tha Alkaholiks Featuring Ol' Dirty Bastard,6,Hip Hop Drunkies,5--
9781,The Notorious B.I.G.,7,Hypnotize,5--
9782,Freak Nasty,8,Da' Dip,5--
9783,CRU Featuring Slick Rick,9,Just Another Case,5--
9784,Puff Daddy (Featuring Mase),10,Can't Nobody Hold Me Down,5--
9785,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",11,"If I Could Change (From ""I'm Bout It"")",5--
9786,Twista,12,Emotions,5--
9787,DJ Taz Featuring Raheem The Dream,13,That's Right,5--
9788,B-Rock & The Bizz,14,My Baby Daddy,5--
9789,Suga Free,15,If U Stay Ready,5--
9790,Born Jamericans,16,Yardcore,5--
9791,MC Luscious Featuring Kinsui,17,Da' Dip,5--
9792,DJ Kool,18,Let Me Clear My Throat,5--
9793,Coolio Featuring 40 Thevz,19,"C U When U Get There (From ""Nothing To Lose"")",5--
9794,3X Krazy,20,Keep It On The Real,5--
9795,OutKast,21,Jazzy Belle,5--
9796,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",22,Not Tonight,5--
9797,DFC,23,Listen (Five Minutes),5--
9798,Foxy Brown Featuring Jay-Z,24,I'll Be,5--
9799,Jungle Brothers,25,Brain,5--
9800,Puff Daddy & Faith Evans Featuring 112,1,I'll Be Missing You,2--
9801,Scarface Featuring 2Pac & Johnny P,2,Smile,2--
9802,Bone Thugs-N-Harmony,3,Look Into My Eyes,2--
9803,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",4,Not Tonight,2--
9804,Wyclef Jean Featuring Refugee Allstars,5,We Trying To Stay Alive,2--
9805,Warren G Featuring Ronald Isley,6,Smokin' Me Out,2--
9806,Freak Nasty,7,Da' Dip,2--
9807,CRU Featuring Slick Rick,8,Just Another Case,2--
9808,Tha Alkaholiks Featuring Ol' Dirty Bastard,9,Hip Hop Drunkies,2--
9809,The Notorious B.I.G.,10,Hypnotize,2--
9810,Puff Daddy (Featuring Mase),11,Can't Nobody Hold Me Down,2--
9811,DJ Taz Featuring Raheem The Dream,12,That's Right,2--
9812,Born Jamericans,13,Yardcore,2--
