,artist,rank,title,week
7937,iLoveMemphis,13,Hit The Quan,0--
7938,Drake & Future,14,Big Rings,0--
7939,Kevin Gates,15,2 Phones,0--
7940,Missy Elliott Featuring Pharrell Williams,16,WTF (Where They From),0--
7941,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,17,$ave Dat Money,0--
7942,Kevin Gates,18,Really Really,0--
7943,2 Chainz,19,Watch Out,0--
7944,Fetty Wap,20,RGF Island,0--
7945,Lil Durk & DeJ Loaf,21,My Beyonce,0--
7946,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",22,California,0--
7947,iLoveMemphis,23,Lean & Dabb,0--
7948,J. Cole,24,A Tale Of 2 Citiez,0--
7949,Future,25,Stick Talk,0--
7950,Drake,1,Hotline Bling,6--
7951,Drake & Future,2,Jumpman,6--
7952,G-Eazy x Bebe Rexha,3,"Me, Myself & I",6--
7953,Post Malone,4,White Iverson,6--
7954,Travis Scott,5,Antidote,6--
7955,Fetty Wap Featuring Remy Boyz,6,679,6--
7956,Yo Gotti Featuring Nicki Minaj,7,Down In The DM,6--
7957,Fetty Wap,8,Again,6--
7958,Young Thug,9,Best Friend,6--
7959,DLOW,10,Do It Like Me,6--
7960,iLoveMemphis,11,Hit The Quan,6--
7961,DeJ Loaf Featuring Big Sean,12,Back Up,6--
7962,Kevin Gates,13,2 Phones,6--
7963,Drake & Future,14,Big Rings,6--
7964,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,15,$ave Dat Money,6--
7965,Kevin Gates,16,Really Really,6--
7966,Missy Elliott Featuring Pharrell Williams,17,WTF (Where They From),6--
7967,2 Chainz,18,Watch Out,6--
7968,iLoveMemphis,19,Lean & Dabb,6--
7969,Fetty Wap,20,RGF Island,6--
7970,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",21,California,6--
7971,Curren$Y Featuring August Alsina & Lil Wayne,22,Bottom Of The Bottle,6--
7972,Future,23,Stick Talk,6--
7973,Lil Durk & DeJ Loaf,24,My Beyonce,6--
7974,Kid Ink Featuring Fetty Wap,25,Promise,6--
7975,G-Eazy x Bebe Rexha,1,"Me, Myself & I",3--
7976,Drake,2,Hotline Bling,3--
7977,Post Malone,3,White Iverson,3--
7978,Drake & Future,4,Jumpman,3--
7979,Travis Scott,5,Antidote,3--
7980,Yo Gotti Featuring Nicki Minaj,6,Down In The DM,3--
7981,Fetty Wap,7,Again,3--
7982,Young Thug,8,Best Friend,3--
7983,Wiz Khalifa Featuring Travi$ Scott,9,Bake Sale,3--
7984,2 Chainz,10,Watch Out,3--
7985,Kevin Gates,11,2 Phones,3--
7986,iLoveMemphis,12,Hit The Quan,3--
7987,Drake & Future,13,Big Rings,3--
7988,DLOW,14,Do It Like Me,3--
7989,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,15,$ave Dat Money,3--
7990,Kevin Gates,16,Really Really,3--
7991,Missy Elliott Featuring Pharrell Williams,17,WTF (Where They From),3--
7992,Curren$Y Featuring August Alsina & Lil Wayne,18,Bottom Of The Bottle,3--
7993,iLoveMemphis,19,Lean & Dabb,3--
7994,Future,20,Stick Talk,3--
7995,Kid Ink Featuring Fetty Wap,21,Promise,3--
7996,Fetty Wap,22,RGF Island,3--
7997,"Colonel Loud Featuring T.I., Young Dolph & Ricco Barrino",23,California,3--
7998,K Camp Featuring Fetty Wap,24,1Hunnid,3--
7999,Lil Durk & DeJ Loaf,25,My Beyonce,3--
8000,Drake,1,Summer Sixteen,0--
8001,G-Eazy x Bebe Rexha,2,"Me, Myself & I",0--
8002,Drake,3,Hotline Bling,0--
8003,Drake & Future,4,Jumpman,0--
8004,Post Malone,5,White Iverson,0--
8005,Travis Scott,6,Antidote,0--
8006,Yo Gotti Featuring Nicki Minaj,7,Down In The DM,0--
8007,Kevin Gates,8,2 Phones,0--
8008,Fetty Wap,9,Again,0--
8009,Young Thug,10,Best Friend,0--
8010,Kevin Gates,11,Really Really,0--
8011,Drake & Future,12,Big Rings,0--
8012,2 Chainz,13,Watch Out,0--
8013,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,14,$ave Dat Money,0--
8014,DLOW,15,Do It Like Me,0--
8015,Missy Elliott Featuring Pharrell Williams,16,WTF (Where They From),0--
8016,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",17,Jam,0--
8017,Wiz Khalifa Featuring Travi$ Scott,18,Bake Sale,0--
8018,Curren$Y Featuring August Alsina & Lil Wayne,19,Bottom Of The Bottle,0--
8019,Kid Ink Featuring Fetty Wap,20,Promise,0--
8020,Future,21,Stick Talk,0--
8021,iLoveMemphis,22,Lean & Dabb,0--
8022,Fetty Wap,23,RGF Island,0--
8023,DJ Luke Nasty,24,Might Be,0--
8024,K Camp Featuring Fetty Wap,25,1Hunnid,0--
8025,G-Eazy x Bebe Rexha,1,"Me, Myself & I",7--
8026,Drake,2,Hotline Bling,7--
8027,Yo Gotti Featuring Nicki Minaj,3,Down In The DM,7--
8028,Drake & Future,4,Jumpman,7--
8029,Drake,5,Summer Sixteen,7--
8030,Travis Scott,6,Antidote,7--
8031,Post Malone,7,White Iverson,7--
8032,Kevin Gates,8,2 Phones,7--
8033,Future Featuring The Weeknd,9,Low Life,7--
8034,Young Thug,10,Best Friend,7--
8035,Kevin Gates,11,Really Really,7--
8036,Drake & Future,12,Big Rings,7--
8037,Future,13,Fly S**t Only,7--
8038,Fetty Wap,14,Jimmy Choo,7--
8039,Wiz Khalifa Featuring Travi$ Scott,15,Bake Sale,7--
8040,2 Chainz,16,Watch Out,7--
8041,DLOW,17,Do It Like Me,7--
8042,Missy Elliott Featuring Pharrell Williams,18,WTF (Where They From),7--
8043,DJ Luke Nasty,19,Might Be,7--
8044,Kid Ink Featuring Fetty Wap,20,Promise,7--
8045,iLoveMemphis,21,Lean & Dabb,7--
8046,Future,22,Stick Talk,7--
8047,O.T. Genasis Featuring Young Dolph,23,Cut It,7--
8048,Curren$Y Featuring August Alsina & Lil Wayne,24,Bottom Of The Bottle,7--
8049,Future,25,Xanny Family,7--
8050,G-Eazy x Bebe Rexha,1,"Me, Myself & I",5--
8051,Yo Gotti Featuring Nicki Minaj,2,Down In The DM,5--
8052,Drake,3,Hotline Bling,5--
8053,Drake & Future,4,Jumpman,5--
8054,Drake,5,Summer Sixteen,5--
8055,Travis Scott,6,Antidote,5--
8056,Kevin Gates,7,2 Phones,5--
8057,Young Thug,8,Best Friend,5--
8058,Future Featuring The Weeknd,9,Low Life,5--
8059,Fetty Wap,10,Jimmy Choo,5--
8060,Kevin Gates,11,Really Really,5--
8061,Drake & Future,12,Big Rings,5--
8062,DMX,13,X Gon' Give It To Ya,5--
8063,Kendrick Lamar,14,Alright,5--
8064,DJ Luke Nasty,15,Might Be,5--
8065,2 Chainz,16,Watch Out,5--
8066,Kid Ink Featuring Fetty Wap,17,Promise,5--
8067,DLOW,18,Do It Like Me,5--
8068,Wiz Khalifa Featuring Travi$ Scott,19,Bake Sale,5--
8069,O.T. Genasis Featuring Young Dolph,20,Cut It,5--
8070,iLoveMemphis,21,Lean & Dabb,5--
8071,Missy Elliott Featuring Pharrell Williams,22,WTF (Where They From),5--
8072,Ty Dolla $ign Featuring E-40,23,Saved,5--
8073,Future,24,Stick Talk,5--
8074,Belly Featuring The Weeknd,25,Might Not,5--
8075,G-Eazy x Bebe Rexha,1,"Me, Myself & I",2--
8076,Yo Gotti Featuring Nicki Minaj,2,Down In The DM,2--
8077,Drake,3,Hotline Bling,2--
8078,Drake & Future,4,Jumpman,2--
8079,Kevin Gates,5,2 Phones,2--
8080,Drake,6,Summer Sixteen,2--
8081,Travis Scott,7,Antidote,2--
8082,Young Thug,8,Best Friend,2--
8083,Future Featuring The Weeknd,9,Low Life,2--
8084,Kevin Gates,10,Really Really,2--
8085,Fetty Wap,11,Jimmy Choo,2--
8086,Drake & Future,12,Big Rings,2--
8087,DJ Luke Nasty,13,Might Be,2--
8088,DMX,14,X Gon' Give It To Ya,2--
8089,Kid Ink Featuring Fetty Wap,15,Promise,2--
8090,Migos,16,Look At My Dab,2--
8091,2 Chainz,17,Watch Out,2--
8092,Ty Dolla $ign Featuring E-40,18,Saved,2--
8093,O.T. Genasis Featuring Young Dolph,19,Cut It,2--
8094,Desiigner,20,Panda,2--
8095,Belly Featuring The Weeknd,21,Might Not,2--
8096,Kendrick Lamar,22,Alright,2--
8097,DLOW,23,Do It Like Me,2--
8098,Future,24,Stick Talk,2--
8099,Wiz Khalifa Featuring Travi$ Scott,25,Bake Sale,2--
8100,G-Eazy x Bebe Rexha,1,"Me, Myself & I",9--
8101,Yo Gotti Featuring Nicki Minaj,2,Down In The DM,9--
8102,Drake & Future,3,Jumpman,9--
8103,Drake,4,Hotline Bling,9--
8104,Kevin Gates,5,2 Phones,9--
8105,Drake,6,Summer Sixteen,9--
8106,Young Thug,7,Best Friend,9--
8107,Future Featuring The Weeknd,8,Low Life,9--
8108,Kevin Gates,9,Really Really,9--
8109,Fetty Wap,10,Jimmy Choo,9--
8110,DJ Luke Nasty,11,Might Be,9--
8111,Flo Rida Featuring Jason Derulo,12,Hello Friday,9--
8112,Kid Ink Featuring Fetty Wap,13,Promise,9--
8113,Drake & Future,14,Big Rings,9--
8114,O.T. Genasis Featuring Young Dolph,15,Cut It,9--
8115,Ty Dolla $ign Featuring E-40,16,Saved,9--
8116,Desiigner,17,Panda,9--
8117,Belly Featuring The Weeknd,18,Might Not,9--
8118,2 Chainz,19,Watch Out,9--
8119,Migos,20,Look At My Dab,9--
8120,Future,21,Stick Talk,9--
8121,DLOW,22,Do It Like Me,9--
8122,Kendrick Lamar,23,Alright,9--
8123,A$AP Ferg Featuring Future,24,New Level,9--
8124,Wiz Khalifa Featuring Travi$ Scott,25,Bake Sale,9--
8125,G-Eazy x Bebe Rexha,1,"Me, Myself & I",6--
8126,Yo Gotti Featuring Nicki Minaj,2,Down In The DM,6--
8127,Kevin Gates,3,2 Phones,6--
8128,Drake & Future,4,Jumpman,6--
8129,Drake,5,Hotline Bling,6--
8130,Drake,6,Summer Sixteen,6--
8131,Future Featuring The Weeknd,7,Low Life,6--
8132,Young Thug,8,Best Friend,6--
8133,Kevin Gates,9,Really Really,6--
8134,Desiigner,10,Panda,6--
8135,Fetty Wap,11,Jimmy Choo,6--
8136,Kendrick Lamar,12,Untitled 02 l 06.23.2014.,6--
8137,O.T. Genasis Featuring Young Dolph,13,Cut It,6--
8138,DJ Luke Nasty,14,Might Be,6--
8139,Kid Ink Featuring Fetty Wap,15,Promise,6--
8140,Kendrick Lamar,16,Untitled 07 l Levitate,6--
8141,2 Chainz,17,Watch Out,6--
8142,Belly Featuring The Weeknd,18,Might Not,6--
8143,Ty Dolla $ign Featuring E-40,19,Saved,6--
8144,2 Chainz Featuring Lil Wayne,20,Gotta Lotta,6--
8145,2 Chainz Featuring Lil Wayne,21,Bounce,6--
8146,Future,22,Stick Talk,6--
8147,Kendrick Lamar,23,Alright,6--
8148,A$AP Ferg Featuring Future,24,New Level,6--
8149,DLOW,25,Do It Like Me,6--
8150,G-Eazy x Bebe Rexha,1,"Me, Myself & I",2--
8151,Kevin Gates,2,2 Phones,2--
8152,Yo Gotti Featuring Nicki Minaj,3,Down In The DM,2--
8153,Drake & Future,4,Jumpman,2--
8154,Drake,5,Hotline Bling,2--
8155,Drake,6,Summer Sixteen,2--
8156,Desiigner,7,Panda,2--
8157,Future Featuring The Weeknd,8,Low Life,2--
8158,Young Thug,9,Best Friend,2--
8159,Kevin Gates,10,Really Really,2--
8160,O.T. Genasis Featuring Young Dolph,11,Cut It,2--
8161,Kid Ink Featuring Fetty Wap,12,Promise,2--
8162,Fetty Wap,13,Jimmy Choo,2--
8163,Belly Featuring The Weeknd,14,Might Not,2--
8164,DJ Luke Nasty,15,Might Be,2--
8165,Ty Dolla $ign Featuring E-40,16,Saved,2--
8166,Kendrick Lamar,17,Untitled 02 l 06.23.2014.,2--
8167,2 Chainz,18,Watch Out,2--
8168,Future,19,Stick Talk,2--
8169,A$AP Ferg Featuring Future,20,New Level,2--
8170,Young Greatness,21,Moolah,2--
8171,Future,22,March Madness,2--
8172,Kendrick Lamar,23,Untitled 07 l Levitate,2--
8173,DLOW,24,Do It Like Me,2--
8174,MadeinTYO,25,Uber Everywhere,2--
8175,G-Eazy x Bebe Rexha,1,"Me, Myself & I",9--
8176,Kevin Gates,2,2 Phones,9--
8177,Desiigner,3,Panda,9--
8178,Yo Gotti Featuring Nicki Minaj,4,Down In The DM,9--
8179,Drake & Future,5,Jumpman,9--
8180,Future Featuring The Weeknd,6,Low Life,9--
8181,Drake,7,Summer Sixteen,9--
8182,Iggy Azalea,8,Team,9--
8183,Kevin Gates,9,Really Really,9--
8184,Young Thug,10,Best Friend,9--
8185,O.T. Genasis Featuring Young Dolph,11,Cut It,9--
8186,Kid Ink Featuring Fetty Wap,12,Promise,9--
8187,Fetty Wap,13,Jimmy Choo,9--
8188,Belly Featuring The Weeknd,14,Might Not,9--
8189,DJ Luke Nasty,15,Might Be,9--
8190,Ty Dolla $ign Featuring E-40,16,Saved,9--
8191,A$AP Ferg Featuring Future,17,New Level,9--
8192,Young Greatness,18,Moolah,9--
8193,2 Chainz,19,Watch Out,9--
8194,MadeinTYO,20,Uber Everywhere,9--
8195,Future,21,March Madness,9--
8196,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",22,All The Way Up,9--
8197,Yo Gotti Featuring E-40,23,Law,9--
8198,J. Cole,24,Love Yourz,9--
8199,Plies,25,Ran Off On Da Plug Twice,9--
8200,G-Eazy x Bebe Rexha,1,"Me, Myself & I",6--
8201,Desiigner,2,Panda,6--
8202,Kevin Gates,3,2 Phones,6--
8203,Yo Gotti Featuring Nicki Minaj,4,Down In The DM,6--
8204,Future Featuring The Weeknd,5,Low Life,6--
8205,Drake & Future,6,Jumpman,6--
8206,Drake,7,Summer Sixteen,6--
8207,Kevin Gates,8,Really Really,6--
8208,O.T. Genasis Featuring Young Dolph,9,Cut It,6--
8209,Young Thug,10,Best Friend,6--
8210,Kid Ink Featuring Fetty Wap,11,Promise,6--
8211,Fetty Wap,12,Jimmy Choo,6--
8212,Iggy Azalea,13,Team,6--
8213,Belly Featuring The Weeknd,14,Might Not,6--
8214,DJ Luke Nasty,15,Might Be,6--
8215,Ty Dolla $ign Featuring E-40,16,Saved,6--
8216,Young Thug,17,With Them,6--
8217,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",18,All The Way Up,6--
8218,Young Thug,19,Digits,6--
8219,Young Greatness,20,Moolah,6--
8220,A$AP Ferg Featuring Future,21,New Level,6--
8221,MadeinTYO,22,Uber Everywhere,6--
8222,2 Chainz,23,Watch Out,6--
8223,Yo Gotti Featuring E-40,24,Law,6--
8224,Rae Sremmurd,25,By Chance,6--
8225,Desiigner,1,Panda,3--
8226,G-Eazy x Bebe Rexha,2,"Me, Myself & I",3--
8227,Drake Featuring The Throne,3,Pop Style,3--
8228,Kevin Gates,4,2 Phones,3--
8229,Drake & Future,5,Jumpman,3--
8230,Future Featuring The Weeknd,6,Low Life,3--
8231,Yo Gotti Featuring Nicki Minaj,7,Down In The DM,3--
8232,Kanye West,8,Famous,3--
8233,Kanye West,9,Father Stretch My Hands Pt. 1,3--
8234,Drake,10,Summer Sixteen,3--
8235,Kanye West,11,Pt. 2,3--
8236,O.T. Genasis Featuring Young Dolph,12,Cut It,3--
8237,Kevin Gates,13,Really Really,3--
8238,Kid Ink Featuring Fetty Wap,14,Promise,3--
8239,Iggy Azalea,15,Team,3--
8240,Kanye West,16,Ultralight Beam,3--
8241,Kanye West,17,Waves,3--
8242,Belly Featuring The Weeknd,18,Might Not,3--
8243,Young Thug,19,Best Friend,3--
8244,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",20,All The Way Up,3--
8245,DJ Luke Nasty,21,Might Be,3--
8246,Kanye West,22,FML,3--
8247,Fetty Wap,23,Jimmy Choo,3--
8248,Ty Dolla $ign Featuring E-40,24,Saved,3--
8249,Kanye West,25,Real Friends,3--
8250,Desiigner,1,Panda,0--
8251,G-Eazy x Bebe Rexha,2,"Me, Myself & I",0--
8252,Kevin Gates,3,2 Phones,0--
8253,Drake Featuring The Throne,4,Pop Style,0--
8254,Future Featuring The Weeknd,5,Low Life,0--
8255,Drake & Future,6,Jumpman,0--
8256,Yo Gotti Featuring Nicki Minaj,7,Down In The DM,0--
8257,O.T. Genasis Featuring Young Dolph,8,Cut It,0--
8258,Kanye West,9,Famous,0--
8259,Drake,10,Summer Sixteen,0--
8260,Kanye West,11,Father Stretch My Hands Pt. 1,0--
8261,Kid Ink Featuring Fetty Wap,12,Promise,0--
8262,Iggy Azalea,13,Team,0--
8263,Kevin Gates,14,Really Really,0--
8264,Belly Featuring The Weeknd,15,Might Not,0--
8265,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",16,All The Way Up,0--
8266,Pitbull Featuring Enrique Iglesias,17,Messin' Around,0--
8267,Kanye West,18,Pt. 2,0--
8268,DJ Luke Nasty,19,Might Be,0--
8269,Ty Dolla $ign Featuring E-40,20,Saved,0--
8270,MadeinTYO,21,Uber Everywhere,0--
8271,Yo Gotti Featuring E-40,22,Law,0--
8272,Kanye West,23,Waves,0--
8273,Young Greatness,24,Moolah,0--
8274,Fetty Wap,25,Jimmy Choo,0--
8275,Desiigner,1,Panda,7--
8276,G-Eazy x Bebe Rexha,2,"Me, Myself & I",7--
8277,Future Featuring The Weeknd,3,Low Life,7--
8278,Kevin Gates,4,2 Phones,7--
8279,Drake Featuring The Throne,5,Pop Style,7--
8280,Yo Gotti Featuring Nicki Minaj,6,Down In The DM,7--
8281,O.T. Genasis Featuring Young Dolph,7,Cut It,7--
8282,Kanye West,8,Famous,7--
8283,Kid Ink Featuring Fetty Wap,9,Promise,7--
8284,Kanye West,10,Father Stretch My Hands Pt. 1,7--
8285,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",11,All The Way Up,7--
8286,Drake,12,Summer Sixteen,7--
8287,Iggy Azalea,13,Team,7--
8288,Kevin Gates,14,Really Really,7--
8289,Belly Featuring The Weeknd,15,Might Not,7--
8290,Future,16,Wicked,7--
8291,MadeinTYO,17,Uber Everywhere,7--
8292,Young Greatness,18,Moolah,7--
8293,Yo Gotti Featuring E-40,19,Law,7--
8294,Ty Dolla $ign Featuring E-40,20,Saved,7--
8295,DJ Luke Nasty,21,Might Be,7--
8296,Kanye West,22,Pt. 2,7--
8297,Fetty Wap,23,Jimmy Choo,7--
8298,Kanye West,24,Waves,7--
8299,A$AP Ferg Featuring Future,25,New Level,7--
8300,Desiigner,1,Panda,4--
8301,G-Eazy x Bebe Rexha,2,"Me, Myself & I",4--
8302,Future Featuring The Weeknd,3,Low Life,4--
8303,Kevin Gates,4,2 Phones,4--
8304,Drake Featuring The Throne,5,Pop Style,4--
8305,O.T. Genasis Featuring Young Dolph,6,Cut It,4--
8306,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",7,All The Way Up,4--
8307,Drake,8,Summer Sixteen,4--
8308,Iggy Azalea,9,Team,4--
8309,Kid Ink Featuring Fetty Wap,10,Promise,4--
8310,Belly Featuring The Weeknd,11,Might Not,4--
8311,Future,12,Wicked,4--
8312,Kanye West,13,Father Stretch My Hands Pt. 1,4--
8313,Kanye West,14,Famous,4--
8314,Fetty Wap,15,Wake Up,4--
8315,MadeinTYO,16,Uber Everywhere,4--
8316,A$AP Ferg Featuring Future,17,New Level,4--
8317,Post Malone,18,Go Flex,4--
8318,Yo Gotti Featuring E-40,19,Law,4--
8319,Young Greatness,20,Moolah,4--
8320,Ty Dolla $ign Featuring E-40,21,Saved,4--
8321,Kent Jones,22,Don't Mind,4--
8322,Pitbull Featuring Enrique Iglesias,23,Messin' Around,4--
8323,DJ Luke Nasty,24,Might Be,4--
8324,Kanye West,25,Pt. 2,4--
8325,Desiigner,1,Panda,1--
8326,G-Eazy x Bebe Rexha,2,"Me, Myself & I",1--
8327,Drake Featuring The Throne,3,Pop Style,1--
8328,Future Featuring The Weeknd,4,Low Life,1--
8329,Kevin Gates,5,2 Phones,1--
8330,Drake,6,Hype,1--
8331,Drake Featuring Future,7,Grammys,1--
8332,Drake,8,Still Here,1--
8333,Drake,9,U With Me?,1--
8334,Drake,10,9,1--
8335,Drake,11,Childs Play,1--
8336,Drake Featuring Rihanna,12,Too Good,1--
8337,Drake,13,Feel No Ways,1--
8338,Drake,14,Weston Road Flows,1--
8339,O.T. Genasis Featuring Young Dolph,15,Cut It,1--
8340,Drake,16,Redemption,1--
8341,Kent Jones,17,Don't Mind,1--
8342,Drake,18,Keep The Family Close,1--
8343,Drake Featuring Pimp C & dvsn,19,Faithful,1--
8344,Drake,20,Fire & Desire,1--
8345,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",21,All The Way Up,1--
8346,Future,22,Wicked,1--
8347,MadeinTYO,23,Uber Everywhere,1--
8348,Belly Featuring The Weeknd,24,Might Not,1--
8349,Drake,25,Views,1--
8350,Desiigner,1,Panda,8--
8351,G-Eazy x Bebe Rexha,2,"Me, Myself & I",8--
8352,Future Featuring The Weeknd,3,Low Life,8--
8353,Drake Featuring The Throne,4,Pop Style,8--
8354,Kevin Gates,5,2 Phones,8--
8355,Kent Jones,6,Don't Mind,8--
8356,O.T. Genasis Featuring Young Dolph,7,Cut It,8--
8357,Drake Featuring Rihanna,8,Too Good,8--
8358,Drake,9,Hype,8--
8359,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",10,All The Way Up,8--
8360,Drake,11,Still Here,8--
8361,Drake Featuring Future,12,Grammys,8--
8362,Future,13,Wicked,8--
8363,Drake,14,Childs Play,8--
8364,MadeinTYO,15,Uber Everywhere,8--
8365,Belly Featuring The Weeknd,16,Might Not,8--
8366,Drake,17,9,8--
8367,Drake,18,Feel No Ways,8--
8368,Yo Gotti Featuring E-40,19,Law,8--
8369,Drake,20,U With Me?,8--
8370,Young Greatness,21,Moolah,8--
8371,Kanye West,22,Famous,8--
8372,Kid Ink Featuring Fetty Wap,23,Promise,8--
8373,Drake,24,Fire & Desire,8--
8374,Kanye West,25,Father Stretch My Hands Pt. 1,8--
8375,Desiigner,1,Panda,4--
8376,G-Eazy x Bebe Rexha,2,"Me, Myself & I",4--
8377,Future Featuring The Weeknd,3,Low Life,4--
8378,Drake Featuring The Throne,4,Pop Style,4--
8379,Kevin Gates,5,2 Phones,4--
8380,Kent Jones,6,Don't Mind,4--
8381,Drake Featuring Rihanna,7,Too Good,4--
8382,Drake,8,Hype,4--
8383,O.T. Genasis Featuring Young Dolph,9,Cut It,4--
8384,Drake,10,Still Here,4--
8385,Drake Featuring Future,11,Grammys,4--
8386,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",12,All The Way Up,4--
8387,Drake,13,Childs Play,4--
8388,Drake,14,9,4--
8389,Drake,15,Feel No Ways,4--
8390,Future,16,Wicked,4--
8391,Drake,17,U With Me?,4--
8392,MadeinTYO,18,Uber Everywhere,4--
8393,Drake,19,Fire & Desire,4--
8394,Belly Featuring The Weeknd,20,Might Not,4--
8395,Drake,21,Redemption,4--
8396,Drake,22,Weston Road Flows,4--
8397,Drake,23,Keep The Family Close,4--
8398,Chance The Rapper Featuring Lil Wayne & 2 Chainz,24,No Problem,4--
8399,Yo Gotti Featuring E-40,25,Law,4--
8400,Desiigner,1,Panda,1--
8401,G-Eazy x Bebe Rexha,2,"Me, Myself & I",1--
8402,Future Featuring The Weeknd,3,Low Life,1--
8403,Kent Jones,4,Don't Mind,1--
8404,Drake Featuring The Throne,5,Pop Style,1--
8405,Kevin Gates,6,2 Phones,1--
8406,Drake Featuring Rihanna,7,Too Good,1--
8407,O.T. Genasis Featuring Young Dolph,8,Cut It,1--
8408,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",9,All The Way Up,1--
8409,Drake,10,Hype,1--
8410,Drake,11,Still Here,1--
8411,Drake Featuring Future,12,Grammys,1--
8412,Drake,13,Childs Play,1--
8413,Future,14,Wicked,1--
8414,MadeinTYO,15,Uber Everywhere,1--
8415,Drake,16,Feel No Ways,1--
8416,Pitbull Featuring Enrique Iglesias,17,Messin' Around,1--
8417,Drake,18,9,1--
8418,Belly Featuring The Weeknd,19,Might Not,1--
8419,Drake,20,U With Me?,1--
8420,Yo Gotti Featuring E-40,21,Law,1--
8421,Drake,22,Fire & Desire,1--
8422,Young Greatness,23,Moolah,1--
8423,Drake,24,Redemption,1--
8424,Fetty Wap,25,Wake Up,1--
8425,Desiigner,1,Panda,8--
8426,Kent Jones,2,Don't Mind,8--
8427,Future Featuring The Weeknd,3,Low Life,8--
8428,G-Eazy x Bebe Rexha,4,"Me, Myself & I",8--
8429,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",5,All The Way Up,8--
8430,Drake Featuring Rihanna,6,Too Good,8--
8431,Kevin Gates,7,2 Phones,8--
8432,Drake Featuring The Throne,8,Pop Style,8--
8433,O.T. Genasis Featuring Young Dolph,9,Cut It,8--
8434,Future,10,Wicked,8--
8435,Kevin Gates,11,Really Really,8--
8436,Drake,12,Hype,8--
8437,MadeinTYO,13,Uber Everywhere,8--
8438,Fetty Wap,14,Wake Up,8--
8439,Drake,15,Childs Play,8--
8440,Drake,16,Still Here,8--
8441,Drake Featuring Future,17,Grammys,8--
8442,Pitbull Featuring Enrique Iglesias,18,Messin' Around,8--
8443,Belly Featuring The Weeknd,19,Might Not,8--
8444,Drake,20,Feel No Ways,8--
8445,Yo Gotti Featuring E-40,21,Law,8--
8446,Young Greatness,22,Moolah,8--
8447,Drake,23,9,8--
8448,Chance The Rapper Featuring Lil Wayne & 2 Chainz,24,No Problem,8--
8449,A$AP Ferg Featuring Future,25,New Level,8--
8450,Desiigner,1,Panda,5--
8451,Kent Jones,2,Don't Mind,5--
8452,DJ Khaled Featuring Drake,3,For Free,5--
8453,Future Featuring The Weeknd,4,Low Life,5--
8454,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",5,All The Way Up,5--
8455,G-Eazy x Bebe Rexha,6,"Me, Myself & I",5--
8456,Drake Featuring Rihanna,7,Too Good,5--
8457,O.T. Genasis Featuring Young Dolph,8,Cut It,5--
8458,Kevin Gates,9,2 Phones,5--
8459,Drake Featuring The Throne,10,Pop Style,5--
8460,Future,11,Wicked,5--
8461,Kevin Gates,12,Really Really,5--
8462,MadeinTYO,13,Uber Everywhere,5--
8463,Fetty Wap,14,Wake Up,5--
8464,Pitbull Featuring Enrique Iglesias,15,Messin' Around,5--
8465,Drake,16,Hype,5--
8466,Drake,17,Childs Play,5--
8467,Drake,18,Still Here,5--
8468,Drake Featuring Future,19,Grammys,5--
8469,Belly Featuring The Weeknd,20,Might Not,5--
8470,Drake,21,Feel No Ways,5--
8471,Yo Gotti Featuring E-40,22,Law,5--
8472,Kanye West,23,Father Stretch My Hands Pt. 1,5--
8473,Young Greatness,24,Moolah,5--
8474,Chance The Rapper Featuring Lil Wayne & 2 Chainz,25,No Problem,5--
8475,Desiigner,1,Panda,2--
8476,Kent Jones,2,Don't Mind,2--
8477,Drake Featuring Rihanna,3,Too Good,2--
8478,Future Featuring The Weeknd,4,Low Life,2--
8479,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",5,All The Way Up,2--
8480,G-Eazy x Bebe Rexha,6,"Me, Myself & I",2--
8481,O.T. Genasis Featuring Young Dolph,7,Cut It,2--
8482,DJ Khaled Featuring Drake,8,For Free,2--
8483,Future,9,Wicked,2--
8484,Drake Featuring The Throne,10,Pop Style,2--
8485,Kevin Gates,11,Really Really,2--
8486,MadeinTYO,12,Uber Everywhere,2--
8487,Fetty Wap,13,Wake Up,2--
8488,Drake,14,Hype,2--
