,artist,rank,title
2534,Jibri Wise One,10,I'll Be There For You
2535,MC Lyte,11,When In Love
2536,Marley Marl,12,The Symphony Pt. II
2537,ED O.G & DA Bulldogs,13,Be A Father To Your Child
2538,Poor Righteous Teachers,14,Shakiyla (JRH)
2539,Candyman,15,1-800-Sky-Talk PIN #110279
2540,M.C. Hammer,16,2 Legit 2 Quit
2541,Heavy D & The Boyz,17,Is It Good To You
2542,Geto Boys,18,Mind Playing Tricks On Me
2543,Marky Mark & The Funky Bunch,19,Wildside
2544,Big Daddy Kane,20,Groove With It
2545,Hen-Gee & Evil-E,21,Lil Trig
2546,Compton's Most Wanted,22,Straight Checkn' Em
2547,3rd Bass,23,Portrait Of The Artist As A Hood
2548,2nd II None,24,Be True To Yourself
2549,Naughty By Nature,25,O.P.P.
2550,UMC's,1,Blue Cheese
2551,Chubb Rock,2,Just The Two Of Us
2552,Kid 'N Play,3,Ain't Gonna Hurt Nobody
2553,Cypress Hill,4,The Phuncky Feel One/How I Could Just Kill A Man
2554,Public Enemy,5,Can't Truss It
2555,Digital Underground,6,Kiss You Back
2556,Jibri Wise One,7,I'll Be There For You
2557,ED O.G & DA Bulldogs,8,Be A Father To Your Child
2558,Poor Righteous Teachers,9,Shakiyla (JRH)
2559,Gang Starr,10,Step In The Arena
2560,Big Daddy Kane,11,Groove With It
2561,A Tribe Called Quest,12,Check The Rhime
2562,M.C. Hammer,13,2 Legit 2 Quit
2563,Marky Mark & The Funky Bunch,14,Wildside
2564,Heavy D & The Boyz,15,Is It Good To You
2565,Candyman,16,1-800-Sky-Talk PIN #110279
2566,The 2 Live Crew,17,Pop That Coochie
2567,Marley Marl,18,The Symphony Pt. II
2568,Geto Boys,19,Mind Playing Tricks On Me
2569,2nd II None,20,Be True To Yourself
2570,3rd Bass,21,Portrait Of The Artist As A Hood
2571,Scarface,22,Mr. Scarface
2572,MC Lyte,23,When In Love
2573,Compton's Most Wanted,24,Straight Checkn' Em
2574,Black Sheep,25,The Choice Is Yours
2575,UMC's,1,Blue Cheese
2576,Chubb Rock,2,Just The Two Of Us
2577,Kid 'N Play,3,Ain't Gonna Hurt Nobody
2578,Cypress Hill,4,The Phuncky Feel One/How I Could Just Kill A Man
2579,Public Enemy,5,Can't Truss It
2580,Digital Underground,6,Kiss You Back
2581,Jibri Wise One,7,I'll Be There For You
2582,ED O.G & DA Bulldogs,8,Be A Father To Your Child
2583,Poor Righteous Teachers,9,Shakiyla (JRH)
2584,Gang Starr,10,Step In The Arena
2585,Big Daddy Kane,11,Groove With It
2586,A Tribe Called Quest,12,Check The Rhime
2587,M.C. Hammer,13,2 Legit 2 Quit
2588,Marky Mark & The Funky Bunch,14,Wildside
2589,Heavy D & The Boyz,15,Is It Good To You
2590,Candyman,16,1-800-Sky-Talk PIN #110279
2591,The 2 Live Crew,17,Pop That Coochie
2592,Marley Marl,18,The Symphony Pt. II
2593,Geto Boys,19,Mind Playing Tricks On Me
2594,2nd II None,20,Be True To Yourself
2595,3rd Bass,21,Portrait Of The Artist As A Hood
2596,Scarface,22,Mr. Scarface
2597,MC Lyte,23,When In Love
2598,Compton's Most Wanted,24,Straight Checkn' Em
2599,Black Sheep,25,The Choice Is Yours
2600,Chubb Rock,1,Just The Two Of Us
2601,UMC's,2,Blue Cheese
2602,Cypress Hill,3,The Phuncky Feel One/How I Could Just Kill A Man
2603,Jibri Wise One,4,I'll Be There For You
2604,Digital Underground,5,Kiss You Back
2605,ED O.G & DA Bulldogs,6,Be A Father To Your Child
2606,Big Daddy Kane,7,Groove With It
2607,Kid 'N Play,8,Ain't Gonna Hurt Nobody
2608,M.C. Hammer,9,2 Legit 2 Quit
2609,Poor Righteous Teachers,10,Shakiyla (JRH)
2610,Marky Mark & The Funky Bunch,11,Wildside
2611,Public Enemy,12,Can't Truss It
2612,Candyman,13,1-800-Sky-Talk PIN #110279
2613,2nd II None,14,Be True To Yourself
2614,A Tribe Called Quest,15,Check The Rhime
2615,Scarface,16,Mr. Scarface
2616,3rd Bass,17,Portrait Of The Artist As A Hood
2617,Heavy D & The Boyz,18,Is It Good To You
2618,Black Sheep,19,The Choice Is Yours
2619,Geto Boys,20,Mind Playing Tricks On Me
2620,Ice Cube,21,Steady Mobbin'
2621,The 2 Live Crew,22,Pop That Coochie
2622,Gang Starr,23,Step In The Arena
2623,Marley Marl,24,The Symphony Pt. II
2624,M.C. Breed & D.F.C.,25,Just Kickin' It
2625,Chubb Rock,1,Just The Two Of Us
2626,Cypress Hill,2,The Phuncky Feel One/How I Could Just Kill A Man
2627,Jibri Wise One,3,I'll Be There For You
2628,UMC's,4,Blue Cheese
2629,Big Daddy Kane,5,Groove With It
2630,Digital Underground,6,Kiss You Back
2631,ED O.G & DA Bulldogs,7,Be A Father To Your Child
2632,M.C. Hammer,8,2 Legit 2 Quit
2633,Marky Mark & The Funky Bunch,9,Wildside
2634,Poor Righteous Teachers,10,Shakiyla (JRH)
2635,2nd II None,11,Be True To Yourself
2636,Kid 'N Play,12,Ain't Gonna Hurt Nobody
2637,Ice Cube,13,Steady Mobbin'
2638,Scarface,14,Mr. Scarface
2639,Public Enemy,15,Can't Truss It
2640,Candyman,16,1-800-Sky-Talk PIN #110279
2641,Heavy D & The Boyz,17,Is It Good To You
2642,Black Sheep,18,The Choice Is Yours
2643,M.C. Breed & D.F.C.,19,Just Kickin' It
2644,3rd Bass,20,Portrait Of The Artist As A Hood
2645,A Tribe Called Quest,21,Check The Rhime
2646,Geto Boys,22,Mind Playing Tricks On Me
2647,Nice & Smooth,23,How To Flow
2648,Redhead Kingpin & The F.B.I.,24,Nice & Slow
2649,D.J. Magic Mike & M.C. Madness,25,Dynamic Duo
2650,Cypress Hill,1,The Phuncky Feel One/How I Could Just Kill A Man
2651,Chubb Rock,2,Just The Two Of Us
2652,Jibri Wise One,3,I'll Be There For You
2653,Big Daddy Kane,4,Groove With It
2654,ED O.G & DA Bulldogs,5,Be A Father To Your Child
2655,M.C. Hammer,6,2 Legit 2 Quit
2656,Digital Underground,7,Kiss You Back
2657,Marky Mark & The Funky Bunch,8,Wildside
2658,2nd II None,9,Be True To Yourself
2659,Ice Cube,10,Steady Mobbin'
2660,Scarface,11,Mr. Scarface
2661,UMC's,12,Blue Cheese
2662,Black Sheep,13,The Choice Is Yours
2663,Poor Righteous Teachers,14,Shakiyla (JRH)
2664,Kid 'N Play,15,Ain't Gonna Hurt Nobody
2665,Nice & Smooth,16,How To Flow
2666,M.C. Breed & D.F.C.,17,Just Kickin' It
2667,Public Enemy,18,Can't Truss It
2668,MC Lyte,19,Poor Georgie
2669,Queen Latifah,20,Latifah's Had It Up 2 Here
2670,Heavy D & The Boyz,21,Is It Good To You
2671,Del The Funky Homosapien,22,Mistadobalina
2672,Candyman,23,1-800-Sky-Talk PIN #110279
2673,D.J. Magic Mike & M.C. Madness,24,Dynamic Duo
2674,Geto Boys,25,Mind Playing Tricks On Me
2675,Cypress Hill,1,The Phuncky Feel One/How I Could Just Kill A Man
2676,Chubb Rock,2,Just The Two Of Us
2677,Big Daddy Kane,3,Groove With It
2678,M.C. Hammer,4,2 Legit 2 Quit
2679,Jibri Wise One,5,I'll Be There For You
2680,Ice Cube,6,Steady Mobbin'
2681,ED O.G & DA Bulldogs,7,Be A Father To Your Child
2682,Digital Underground,8,Kiss You Back
2683,Black Sheep,9,The Choice Is Yours
2684,2nd II None,10,Be True To Yourself
2685,Scarface,11,Mr. Scarface
2686,Heavy D & The Boyz,12,Is It Good To You
2687,Queen Latifah,13,Latifah's Had It Up 2 Here
2688,Marky Mark & The Funky Bunch,14,Wildside
2689,MC Lyte,15,Poor Georgie
2690,Nice & Smooth,16,How To Flow
2691,Naughty By Nature,17,Everything's Gonna Be Alright
2692,Geto Boys,18,Mind Playing Tricks On Me
2693,M.C. Breed & D.F.C.,19,Just Kickin' It
2694,UMC's,20,Blue Cheese
2695,Eric B. & Rakim,21,What's On Your Mind
2696,M.C. Brains,22,Oochie Coochie
2697,Public Enemy,23,Can't Truss It
2698,D-Nice,24,Time To Flow
2699,A Tribe Called Quest,25,Jazz (We've Got)
2700,Cypress Hill,1,The Phuncky Feel One/How I Could Just Kill A Man
2701,Big Daddy Kane,2,Groove With It
2702,Ice Cube,3,Steady Mobbin'
2703,Chubb Rock,4,Just The Two Of Us
2704,Jibri Wise One,5,I'll Be There For You
2705,Black Sheep,6,The Choice Is Yours
2706,ED O.G & DA Bulldogs,7,Be A Father To Your Child
2707,Scarface,8,Mr. Scarface
2708,2nd II None,9,Be True To Yourself
2709,MC Lyte,10,Poor Georgie
2710,M.C. Hammer,11,2 Legit 2 Quit
2711,Queen Latifah,12,Latifah's Had It Up 2 Here
2712,Nice & Smooth,13,How To Flow
2713,Marky Mark & The Funky Bunch,14,Wildside
2714,Digital Underground,15,Kiss You Back
2715,Naughty By Nature,16,Everything's Gonna Be Alright
2716,M.C. Brains,17,Oochie Coochie
2717,Heavy D & The Boyz,18,Is It Good To You
2718,D-Nice,19,Time To Flow
2719,M.C. Breed & D.F.C.,20,Just Kickin' It
2720,Brand Nubian,21,All For One
2721,Eric B. & Rakim,22,What's On Your Mind
2722,Del The Funky Homosapien,23,Mistadobalina
2723,XClan,24,Fire & Earth
2724,A Tribe Called Quest,25,Jazz (We've Got)
2725,Cypress Hill,1,The Phuncky Feel One/How I Could Just Kill A Man
2726,Big Daddy Kane,2,Groove With It
2727,Black Sheep,3,The Choice Is Yours
2728,Ice Cube,4,Steady Mobbin'
2729,MC Lyte,5,Poor Georgie
2730,Chubb Rock,6,Just The Two Of Us
2731,Nice & Smooth,7,How To Flow
2732,Queen Latifah,8,Latifah's Had It Up 2 Here
2733,M.C. Brains,9,Oochie Coochie
2734,Scarface,10,Mr. Scarface
2735,Jibri Wise One,11,I'll Be There For You
2736,2nd II None,12,Be True To Yourself
2737,M.C. Hammer,13,2 Legit 2 Quit
2738,M.C. Breed & D.F.C.,14,Just Kickin' It
2739,Naughty By Nature,15,Everything's Gonna Be Alright
2740,ED O.G & DA Bulldogs,16,Be A Father To Your Child
2741,XClan,17,Fire & Earth
2742,Del The Funky Homosapien,18,Mistadobalina
2743,Public Enemy,19,Shut 'Em Down
2744,Eric B. & Rakim,20,What's On Your Mind
2745,Heavy D & The Boyz,21,Is It Good To You
2746,Brand Nubian,22,All For One
2747,D-Nice,23,Time To Flow
2748,Digital Underground,24,Kiss You Back
2749,A Tribe Called Quest,25,Jazz (We've Got)
2750,Cypress Hill,1,The Phuncky Feel One/How I Could Just Kill A Man
2751,Black Sheep,2,The Choice Is Yours
2752,Big Daddy Kane,3,Groove With It
2753,MC Lyte,4,Poor Georgie
2754,Ice Cube,5,Steady Mobbin'
2755,M.C. Brains,6,Oochie Coochie
2756,Nice & Smooth,7,How To Flow
2757,Queen Latifah,8,Latifah's Had It Up 2 Here
2758,Scarface,9,Mr. Scarface
2759,M.C. Breed & D.F.C.,10,Just Kickin' It
2760,XClan,11,Fire & Earth
2761,Public Enemy,12,Shut 'Em Down
2762,Naughty By Nature,13,Everything's Gonna Be Alright
2763,Chubb Rock,14,Just The Two Of Us
2764,D-Nice,15,Time To Flow
2765,Del The Funky Homosapien,16,Mistadobalina
2766,Brand Nubian,17,All For One
2767,2nd II None,18,Be True To Yourself
2768,A Tribe Called Quest,19,Jazz (We've Got)
2769,Sir Mix-A-Lot,20,One Time's Got No Case
2770,Fu-Schnickens,21,Ring The Alarm
2771,Eric B. & Rakim,22,What's On Your Mind
2772,Leaders Of The New School,23,The Int'l Zone Coaster
2773,Lord Finesse,24,Return Of The Funky Man
2774,Jibri Wise One,25,I'll Be There For You
2775,Black Sheep,1,The Choice Is Yours
2776,Cypress Hill,2,The Phuncky Feel One/How I Could Just Kill A Man
2777,MC Lyte,3,Poor Georgie
2778,M.C. Brains,4,Oochie Coochie
2779,Ice Cube,5,Steady Mobbin'
2780,Nice & Smooth,6,How To Flow
2781,Big Daddy Kane,7,Groove With It
2782,Queen Latifah,8,Latifah's Had It Up 2 Here
2783,Public Enemy,9,Shut 'Em Down
2784,XClan,10,Fire & Earth
2785,M.C. Breed & D.F.C.,11,Just Kickin' It
2786,Naughty By Nature,12,Everything's Gonna Be Alright
2787,Del The Funky Homosapien,13,Mistadobalina
2788,Sir Mix-A-Lot,14,One Time's Got No Case
2789,Scarface,15,Mr. Scarface
2790,Shabba Ranks Featuring KRS-1,16,The Jam
2791,Fu-Schnickens,17,Ring The Alarm
2792,D-Nice,18,Time To Flow
2793,Leaders Of The New School,19,The Int'l Zone Coaster
2794,Lord Finesse,20,Return Of The Funky Man
2795,A Tribe Called Quest,21,Jazz (We've Got)
2796,Tim Dog,22,Step To Me
2797,Brand Nubian,23,All For One
2798,Chubb Rock,24,Just The Two Of Us
2799,Eric B. & Rakim,25,What's On Your Mind
2800,Black Sheep,1,The Choice Is Yours
2801,MC Lyte,2,Poor Georgie
2802,M.C. Brains,3,Oochie Coochie
2803,Cypress Hill,4,The Phuncky Feel One/How I Could Just Kill A Man
2804,Nice & Smooth,5,How To Flow
2805,Public Enemy,6,Shut 'Em Down
2806,Ice Cube,7,Steady Mobbin'
2807,XClan,8,Fire & Earth
2808,Del The Funky Homosapien,9,Mistadobalina
2809,M.C. Breed & D.F.C.,10,Just Kickin' It
2810,Naughty By Nature,11,Everything's Gonna Be Alright
2811,Queen Latifah,12,Latifah's Had It Up 2 Here
2812,Sir Mix-A-Lot,13,One Time's Got No Case
2813,Shabba Ranks Featuring KRS-1,14,The Jam
2814,Fu-Schnickens,15,Ring The Alarm
2815,Leaders Of The New School,16,The Int'l Zone Coaster
2816,Lord Finesse,17,Return Of The Funky Man
2817,Tim Dog,18,Step To Me
2818,Big Daddy Kane,19,Groove With It
2819,Scarface,20,Mr. Scarface
2820,D-Nice,21,Time To Flow
2821,Boogie Down Productions,22,Duck Down
2822,A Tribe Called Quest,23,Jazz (We've Got)
2823,AMG,24,Jiggable Pie
2824,Eric B. & Rakim,25,Juice (Know The Ledge)
2825,MC Lyte,1,Poor Georgie
2826,M.C. Brains,2,Oochie Coochie
2827,Black Sheep,3,The Choice Is Yours
2828,Public Enemy,4,Shut 'Em Down
2829,Nice & Smooth,5,How To Flow
2830,XClan,6,Fire & Earth
2831,Cypress Hill,7,The Phuncky Feel One/How I Could Just Kill A Man
2832,Del The Funky Homosapien,8,Mistadobalina
2833,Shabba Ranks Featuring KRS-1,9,The Jam
2834,Naughty By Nature,10,Everything's Gonna Be Alright
2835,Sir Mix-A-Lot,11,One Time's Got No Case
2836,Fu-Schnickens,12,Ring The Alarm
2837,Ice Cube,13,Steady Mobbin'
2838,Leaders Of The New School,14,The Int'l Zone Coaster
2839,Lord Finesse,15,Return Of The Funky Man
2840,Queen Latifah,16,Latifah's Had It Up 2 Here
2841,Tim Dog,17,Step To Me
2842,M.C. Breed & D.F.C.,18,Just Kickin' It
2843,Boogie Down Productions,19,Duck Down
2844,Eric B. & Rakim,20,Juice (Know The Ledge)
2845,Luke,21,I Wanna Rock
2846,True Culture,22,"It's So Good, It's Bad"
2847,AMG,23,Jiggable Pie
2848,Scarface,24,Mr. Scarface
2849,D-Nice,25,Time To Flow
2850,M.C. Brains,1,Oochie Coochie
2851,MC Lyte,2,Poor Georgie
2852,Public Enemy,3,Shut 'Em Down
2853,Black Sheep,4,The Choice Is Yours
2854,XClan,5,Fire & Earth
2855,Shabba Ranks Featuring KRS-1,6,The Jam
2856,Nice & Smooth,7,How To Flow
2857,Del The Funky Homosapien,8,Mistadobalina
2858,Leaders Of The New School,9,The Int'l Zone Coaster
2859,Sir Mix-A-Lot,10,One Time's Got No Case
2860,Fu-Schnickens,11,Ring The Alarm
2861,Naughty By Nature,12,Everything's Gonna Be Alright
2862,Lord Finesse,13,Return Of The Funky Man
2863,Tim Dog,14,Step To Me
2864,Eric B. & Rakim,15,Juice (Know The Ledge)
2865,Boogie Down Productions,16,Duck Down
2866,Cypress Hill,17,The Phuncky Feel One/How I Could Just Kill A Man
2867,AMG,18,Jiggable Pie
2868,Luke,19,I Wanna Rock
2869,Ice Cube,20,Steady Mobbin'
2870,Queen Latifah,21,Latifah's Had It Up 2 Here
2871,UMC's,22,One To Grow On
2872,M.C. Breed & D.F.C.,23,Just Kickin' It
2873,True Culture,24,"It's So Good, It's Bad"
2874,Brotherhood Creed,25,Helluva
2875,M.C. Brains,1,Oochie Coochie
2876,Public Enemy,2,Shut 'Em Down
2877,MC Lyte,3,Poor Georgie
2878,Shabba Ranks Featuring KRS-1,4,The Jam
2879,XClan,5,Fire & Earth
2880,Del The Funky Homosapien,6,Mistadobalina
2881,Leaders Of The New School,7,The Int'l Zone Coaster
2882,Fu-Schnickens,8,Ring The Alarm
2883,Naughty By Nature,9,Everything's Gonna Be Alright
2884,Black Sheep,10,The Choice Is Yours
2885,Tim Dog,11,Step To Me
2886,Eric B. & Rakim,12,Juice (Know The Ledge)
2887,Sir Mix-A-Lot,13,One Time's Got No Case
2888,Luke,14,I Wanna Rock
2889,UMC's,15,One To Grow On
2890,Boogie Down Productions,16,Duck Down
2891,AMG,17,Jiggable Pie
2892,Lord Finesse,18,Return Of The Funky Man
2893,Nice & Smooth,19,How To Flow
2894,Brotherhood Creed,20,Helluva
2895,Cypress Hill,21,The Phuncky Feel One/How I Could Just Kill A Man
2896,Cypress Hill,22,Hand On The Pump
2897,True Culture,23,"It's So Good, It's Bad"
2898,Queen Latifah,24,Latifah's Had It Up 2 Here
2899,Ice Cube,25,Steady Mobbin'
2900,Public Enemy,1,Shut 'Em Down
2901,M.C. Brains,2,Oochie Coochie
2902,Shabba Ranks Featuring KRS-1,3,The Jam
2903,Leaders Of The New School,4,The Int'l Zone Coaster
2904,XClan,5,Fire & Earth
2905,Fu-Schnickens,6,Ring The Alarm
2906,Eric B. & Rakim,7,Juice (Know The Ledge)
2907,UMC's,8,One To Grow On
2908,MC Lyte,9,Poor Georgie
2909,Del The Funky Homosapien,10,Mistadobalina
2910,Tim Dog,11,Step To Me
2911,Luke,12,I Wanna Rock
2912,Black Sheep,13,The Choice Is Yours
2913,AMG,14,Jiggable Pie
2914,Brotherhood Creed,15,Helluva
2915,Boogie Down Productions,16,Duck Down
2916,Naughty By Nature,17,Everything's Gonna Be Alright
2917,Cypress Hill,18,Hand On The Pump
2918,Sir Mix-A-Lot,19,One Time's Got No Case
2919,Kris Kross,20,Jump
2920,2Pac,21,Brenda's Got A Baby/If My Homie Calls
2921,Chi-Ali,22,Age Ain't Nothin' But A #
2922,Lord Finesse,23,Return Of The Funky Man
2923,Cypress Hill,24,The Phuncky Feel One/How I Could Just Kill A Man
2924,True Culture,25,"It's So Good, It's Bad"
2925,Shabba Ranks Featuring KRS-1,1,The Jam
2926,Public Enemy,2,Shut 'Em Down
2927,Leaders Of The New School,3,The Int'l Zone Coaster
2928,UMC's,4,One To Grow On
2929,M.C. Brains,5,Oochie Coochie
2930,XClan,6,Fire & Earth
2931,Kris Kross,7,Jump
2932,Eric B. & Rakim,8,Juice (Know The Ledge)
2933,Luke,9,I Wanna Rock
2934,Fu-Schnickens,10,Ring The Alarm
2935,Brotherhood Creed,11,Helluva
2936,Cypress Hill,12,Hand On The Pump
2937,Tim Dog,13,Step To Me
2938,AMG,14,Jiggable Pie
2939,MC Lyte,15,Poor Georgie
2940,2Pac,16,Brenda's Got A Baby/If My Homie Calls
2941,Naughty By Nature,17,Everything's Gonna Be Alright
2942,Black Sheep,18,The Choice Is Yours
2943,Del The Funky Homosapien,19,Mistadobalina
2944,Chi-Ali,20,Age Ain't Nothin' But A #
2945,Boogie Down Productions,21,Duck Down
2946,Arrested Development,22,Tennessee
2947,Hen G & Evil E,23,If You Were Mine
2948,Das EFX,24,They Want EFX
2949,Sir Mix-A-Lot,25,One Time's Got No Case
2950,Leaders Of The New School,1,The Int'l Zone Coaster
2951,Kris Kross,2,Jump
2952,UMC's,3,One To Grow On
2953,Shabba Ranks Featuring KRS-1,4,The Jam
2954,Public Enemy,5,Shut 'Em Down
2955,Cypress Hill,6,Hand On The Pump
2956,Brotherhood Creed,7,Helluva
2957,Eric B. & Rakim,8,Juice (Know The Ledge)
2958,Luke,9,I Wanna Rock
2959,2Pac,10,Brenda's Got A Baby/If My Homie Calls
2960,M.C. Brains,11,Oochie Coochie
2961,AMG,12,Jiggable Pie
2962,XClan,13,Fire & Earth
2963,Chi-Ali,14,Age Ain't Nothin' But A #
2964,Fu-Schnickens,15,Ring The Alarm
2965,Das EFX,16,They Want EFX
2966,Arrested Development,17,Tennessee
2967,MC Lyte,18,Poor Georgie
2968,Black Sheep,19,The Choice Is Yours
2969,Tim Dog,20,Step To Me
2970,The College Boyz,21,Victim Of The Ghetto
2971,Naughty By Nature,22,Everything's Gonna Be Alright
2972,Sir Mix-A-Lot,23,Baby Got Back
2973,Lil' Shawn,24,Hickeys On Your Chest
2974,Del The Funky Homosapien,25,Mistadobalina
2975,Kris Kross,1,Jump
2976,UMC's,2,One To Grow On
2977,Brotherhood Creed,3,Helluva
2978,Cypress Hill,4,Hand On The Pump
2979,Shabba Ranks Featuring KRS-1,5,The Jam
2980,2Pac,6,Brenda's Got A Baby/If My Homie Calls
2981,Leaders Of The New School,7,The Int'l Zone Coaster
2982,Luke,8,I Wanna Rock
2983,Eric B. & Rakim,9,Juice (Know The Ledge)
2984,Das EFX,10,They Want EFX
2985,Arrested Development,11,Tennessee
2986,AMG,12,Jiggable Pie
2987,Chi-Ali,13,Age Ain't Nothin' But A #
2988,Public Enemy,14,Shut 'Em Down
2989,M.C. Brains,15,Oochie Coochie
2990,XClan,16,Fire & Earth
2991,Lil' Shawn,17,Hickeys On Your Chest
2992,The College Boyz,18,Victim Of The Ghetto
2993,Sir Mix-A-Lot,19,Baby Got Back
2994,2nd II None,20,If You Want It
2995,MC Lyte,21,Poor Georgie
2996,Nice & Smooth,22,Sometimes I Rhyme Slow
2997,Black Sheep,23,The Choice Is Yours
2998,Scarface,24,A Minute To Pray And A Second To Die
2999,Ghetto Girlz,25,My Man's Playing Tricks On Me
3000,Kris Kross,1,Jump
3001,UMC's,2,One To Grow On
3002,Brotherhood Creed,3,Helluva
3003,Cypress Hill,4,Hand On The Pump
3004,2Pac,5,Brenda's Got A Baby/If My Homie Calls
3005,Das EFX,6,They Want EFX
3006,Arrested Development,7,Tennessee
3007,Chi-Ali,8,Age Ain't Nothin' But A #
3008,The College Boyz,9,Victim Of The Ghetto
3009,Luke,10,I Wanna Rock
3010,AMG,11,Jiggable Pie
3011,Shabba Ranks Featuring KRS-1,12,The Jam
3012,Eric B. & Rakim,13,Juice (Know The Ledge)
3013,Lil' Shawn,14,Hickeys On Your Chest
3014,Sir Mix-A-Lot,15,Baby Got Back
3015,Leaders Of The New School,16,The Int'l Zone Coaster
3016,Scarface,17,A Minute To Pray And A Second To Die
3017,Nice & Smooth,18,Sometimes I Rhyme Slow
3018,2nd II None,19,If You Want It
3019,Public Enemy,20,Shut 'Em Down
3020,A Tribe Called Quest,21,Scenario
3021,Ghetto Girlz,22,My Man's Playing Tricks On Me
3022,M.C. Brains,23,Oochie Coochie
3023,Public Enemy,24,Nighttrain
3024,Sister Souljah,25,The Hate That Hate Produced
3025,Kris Kross,1,Jump
3026,Cypress Hill,2,Hand On The Pump
3027,2Pac,3,Brenda's Got A Baby/If My Homie Calls
3028,Arrested Development,4,Tennessee
3029,Das EFX,5,They Want EFX
3030,Brotherhood Creed,6,Helluva
3031,UMC's,7,One To Grow On
3032,The College Boyz,8,Victim Of The Ghetto
3033,Chi-Ali,9,Age Ain't Nothin' But A #
3034,Sir Mix-A-Lot,10,Baby Got Back
3035,Lil' Shawn,11,Hickeys On Your Chest
3036,Luke,12,I Wanna Rock
3037,AMG,13,Jiggable Pie
3038,Nice & Smooth,14,Sometimes I Rhyme Slow
3039,Scarface,15,A Minute To Pray And A Second To Die
3040,A Tribe Called Quest,16,Scenario
3041,2nd II None,17,If You Want It
3042,Shabba Ranks Featuring KRS-1,18,The Jam
3043,Eric B. & Rakim,19,Juice (Know The Ledge)
3044,Positive K,20,Night Shift
3045,Public Enemy,21,Nighttrain
3046,Black Sheep,22,The Choice Is Yours
3047,Sister Souljah,23,The Hate That Hate Produced
3048,Ghetto Girlz,24,My Man's Playing Tricks On Me
3049,Pete Rock & C.L. Smooth,25,They Reminisce Over You (T.R.O.Y.)
3050,Kris Kross,1,Jump
3051,Das EFX,2,They Want EFX
3052,Arrested Development,3,Tennessee
3053,Cypress Hill,4,Hand On The Pump
3054,Brotherhood Creed,5,Helluva
3055,2Pac,6,Brenda's Got A Baby/If My Homie Calls
3056,The College Boyz,7,Victim Of The Ghetto
